doc_id,doc_type,supplier,port_id,country,route,amount,expected_amount,deviation,payment_terms,date,signals,status,anomaly_score,commodity,currency
LE-2025-00256,Letter of Credit,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-KOL,467647,438057,0.0675,Advance Payment,2025-11-08,Minor deviation from baseline,review,0.218,Steel & Iron,SGD
IN-2025-00257,Invoice,Busan Steel Trading Co.,KR-BUS,KR,KR-BUS → IN-HAZ,313121,237456,0.3186,Net 30,2025-06-19,Expedited shipping requested|Sanctions list match,critical,1.0,Agricultural Products,INR
CU-2025-00258,Customs Declaration,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-KOL,422482,446988,-0.0548,Advance Payment,2025-10-17,Minor deviation from baseline,review,0.17,Textiles & Garments,EUR
BI-2025-00259,Bill of Lading,Singapore Tech Pte. Ltd.,SG-SIN,SG,SG-SIN → IN-CHN,507771,487585,0.0414,Net 45,2025-09-01,,normal,0.124,Petroleum Products,USD
PU-2025-00260,Purchase Order,Yokohama Precision Instruments,JP-YOK,JP,JP-YOK → IN-JNPT,76782,68664,0.1182,Net 60,2025-10-24,Cost overrun >10%|Route surcharge detected,alert,0.403,Pharmaceuticals,INR
IN-2025-00261,Invoice,Singapore Tech Pte. Ltd.,SG-SIN,SG,SG-SIN → IN-KND,17295,20033,-0.1367,Net 15,2025-09-11,Cost overrun >10%|Route surcharge detected|Quantity discrepancy,alert,0.494,Electronics,USD
PU-2026-00262,Purchase Order,Singapore Tech Pte. Ltd.,SG-SIN,SG,SG-SIN → IN-PAR,278768,251332,0.1092,Net 60,2026-02-19,Insurance premium adjustment,alert,0.409,Steel & Iron,SGD
PA-2026-00263,Packing List,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-MUN,29639,29438,0.0068,LC at Sight,2026-01-11,,normal,0.021,Automobile Parts,SGD
PU-2026-00264,Purchase Order,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-HAZ,474306,515979,-0.0808,Net 30,2026-02-16,,review,0.247,Steel & Iron,SGD
IN-2025-00265,Invoice,Colombo Textiles Ltd.,LK-CMB,LK,LK-CMB → IN-CHN,66358,66402,-0.0007,Advance Payment,2025-07-14,,normal,0.003,Pharmaceuticals,EUR
BI-2025-00266,Bill of Lading,Yokohama Precision Instruments,JP-YOK,JP,JP-YOK → IN-PAR,195789,181016,0.0816,Net 15,2025-09-20,Minor deviation from baseline,review,0.443,Steel & Iron,INR
LE-2025-00267,Letter of Credit,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-KND,151352,159920,-0.0536,Net 15,2025-12-30,Seasonal adjustment,review,0.27,Food Products,USD
BI-2025-00268,Bill of Lading,Hamburg Industrial Supply GmbH,DE-HAM,DE,DE-HAM → IN-CHN,601638,635115,-0.0527,LC 60 Days,2025-10-02,Minor deviation from baseline,review,0.198,Agricultural Products,SGD
CU-2025-00269,Customs Declaration,Port Klang Palm Oil Exports,MY-PTG,MY,MY-PTG → IN-PAR,865673,773493,0.1192,Advance Payment,2025-09-29,Insurance premium adjustment|Carrier change mid-route|Minor tariff reclassification,alert,0.634,Agricultural Products,INR
LE-2026-00270,Letter of Credit,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-MUN,60512,64222,-0.0578,Advance Payment,2026-01-07,Seasonal adjustment,review,0.29,Petroleum Products,SGD
LE-2025-00271,Letter of Credit,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-MUN,446039,428597,0.0407,Net 45,2025-10-04,,normal,0.167,Plastics,USD
LE-2025-00272,Letter of Credit,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-HAZ,190044,190273,-0.0012,Net 60,2025-11-22,,normal,0.004,Textiles & Garments,USD
LE-2025-00273,Letter of Credit,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-KOL,176589,174343,0.0129,Net 30,2025-10-20,,normal,0.075,Chemical Products,USD
BI-2026-00274,Bill of Lading,Busan Steel Trading Co.,KR-BUS,KR,KR-BUS → IN-PAR,496816,535140,-0.0716,LC at Sight,2026-01-24,,review,0.366,Plastics,INR
LE-2025-00275,Letter of Credit,Colombo Textiles Ltd.,LK-CMB,LK,LK-CMB → IN-MUN,279702,315373,-0.1131,Net 15,2025-09-25,Carrier change mid-route|Insurance premium adjustment,alert,0.452,Medical Devices,USD
LE-2025-00276,Letter of Credit,Hamburg Industrial Supply GmbH,DE-HAM,DE,DE-HAM → IN-KOC,29311,30180,-0.0288,Net 45,2025-08-15,,normal,0.102,Chemical Products,INR
BI-2025-00277,Bill of Lading,Laem Chabang Seafood Processing,TH-LCH,TH,TH-LCH → IN-CHN,255301,307374,-0.1694,Net 30,2025-07-11,Minor tariff reclassification|Quantity discrepancy|Insurance premium adjustment,alert,0.922,Plastics,USD
BI-2026-00278,Bill of Lading,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-JNPT,476863,512436,-0.0694,Net 60,2026-01-13,Minor deviation from baseline,review,0.35,Petroleum Products,USD
BI-2025-00279,Bill of Lading,Laem Chabang Seafood Processing,TH-LCH,TH,TH-LCH → IN-VIZ,548852,536517,0.023,LC at Sight,2025-09-02,,normal,0.073,Textiles & Garments,SGD
IN-2026-00280,Insurance Certificate,Hamburg Industrial Supply GmbH,DE-HAM,DE,DE-HAM → IN-JNPT,622379,587592,0.0592,Net 60,2026-01-20,Seasonal adjustment,review,0.289,Food Products,USD
LE-2025-00281,Letter of Credit,Busan Steel Trading Co.,KR-BUS,KR,KR-BUS → IN-JNPT,692685,660988,0.048,LC at Sight,2025-07-05,,normal,0.218,Machinery,EUR
BI-2025-00282,Bill of Lading,Shenzhen Micro-Tech Industries,CN-SZX,CN,CN-SZX → IN-KOC,542885,583540,-0.0697,Net 45,2025-11-26,,review,0.39,Food Products,USD
CU-2026-00283,Customs Declaration,Yokohama Precision Instruments,JP-YOK,JP,JP-YOK → IN-JNPT,347679,370622,-0.0619,Advance Payment,2026-01-15,Minor deviation from baseline,review,0.199,Plastics,EUR
PA-2026-00284,Packing List,Chennai Auto Components Ltd.,IN-CHN,IN,IN-CHN → IN-HAZ,249221,342462,-0.2723,Net 60,2026-02-15,Critical cost overrun >20%|Insurance premium spike|Payment terms changed|Material substitution flagged,critical,1.0,Petroleum Products,INR
BI-2025-00285,Bill of Lading,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-PAR,749951,669831,0.1196,Net 30,2025-12-27,Quantity discrepancy,alert,0.671,Chemical Products,EUR
LE-2025-00286,Letter of Credit,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-KOL,488968,563505,-0.1323,Advance Payment,2025-12-02,Quantity discrepancy|Minor tariff reclassification,alert,0.551,Automobile Parts,INR
PA-2025-00287,Packing List,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-CHN,624034,669920,-0.0685,Net 60,2025-12-21,Seasonal adjustment,review,0.257,Food Products,EUR
CU-2025-00288,Customs Declaration,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-KOC,19806,21274,-0.069,LC at Sight,2025-07-05,Minor deviation from baseline,review,0.255,Steel & Iron,SGD
BI-2025-00289,Bill of Lading,Shanghai Electronics Co. Ltd.,CN-SHA,CN,CN-SHA → IN-MUN,470882,676777,-0.3042,LC at Sight,2025-06-30,Compliance review needed|Material substitution flagged|Payment terms changed|New intermediary entity detected|Expedited shipping requested,critical,1.0,Petroleum Products,EUR
PU-2025-00290,Purchase Order,Busan Steel Trading Co.,KR-BUS,KR,KR-BUS → IN-KOC,277108,320954,-0.1366,LC 60 Days,2025-10-11,Cost overrun >10%|Quantity discrepancy,alert,0.609,Plastics,EUR
IN-2025-00291,Invoice,Hamburg Industrial Supply GmbH,DE-HAM,DE,DE-HAM → IN-TUT,294947,219916,0.3412,LC 60 Days,2025-12-08,New intermediary entity detected|Compliance review needed|Material substitution flagged|Critical cost overrun >20%|Expedited shipping requested,critical,1.0,Textiles & Garments,INR
PU-2026-00292,Purchase Order,Shenzhen Micro-Tech Industries,CN-SZX,CN,CN-SZX → IN-HAZ,807064,667287,0.2095,Net 45,2026-03-22,Material substitution flagged|Sanctions list match|Compliance review needed|Expedited shipping requested|New intermediary entity detected,critical,0.713,Steel & Iron,SGD
IN-2026-00293,Insurance Certificate,Ningbo Machinery Works,CN-NGB,CN,CN-NGB → IN-MUN,838591,779832,0.0753,Net 60,2026-01-17,Seasonal adjustment,review,0.293,Textiles & Garments,EUR
LE-2025-00294,Letter of Credit,Colombo Textiles Ltd.,LK-CMB,LK,LK-CMB → IN-PAR,347326,347255,0.0002,LC 60 Days,2025-09-29,,normal,0.001,Automobile Parts,USD
IN-2025-00295,Invoice,Singapore Tech Pte. Ltd.,SG-SIN,SG,SG-SIN → IN-KOL,596844,669595,-0.1086,Net 30,2025-10-11,Insurance premium adjustment|Carrier change mid-route|Minor tariff reclassification,alert,0.468,Food Products,SGD
LE-2025-00296,Letter of Credit,Port Klang Palm Oil Exports,MY-PTG,MY,MY-PTG → IN-TUT,263817,244939,0.0771,LC at Sight,2025-10-15,,review,0.36,Textiles & Garments,SGD
IN-2025-00297,Insurance Certificate,Shenzhen Micro-Tech Industries,CN-SZX,CN,CN-SZX → IN-VIZ,112584,94983,0.1853,LC 60 Days,2025-06-14,Route surcharge detected|Carrier change mid-route,alert,0.953,Food Products,EUR
CU-2026-00298,Customs Declaration,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-JNPT,677074,565740,0.1968,Advance Payment,2026-01-25,Cost overrun >10%,alert,1.0,Textiles & Garments,EUR
PA-2026-00299,Packing List,Laem Chabang Seafood Processing,TH-LCH,TH,TH-LCH → IN-JNPT,569699,569166,0.0009,Net 60,2026-01-21,,normal,0.004,Pharmaceuticals,INR
CU-2025-00300,Customs Declaration,Shanghai Electronics Co. Ltd.,CN-SHA,CN,CN-SHA → IN-MUN,518647,407795,0.2718,Advance Payment,2025-08-27,Expedited shipping requested|Insurance premium spike|New intermediary entity detected|Compliance review needed,critical,0.821,Electronics,EUR
BI-2026-00301,Bill of Lading,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-HAZ,111571,111963,-0.0035,Net 60,2026-01-19,,normal,0.014,Petroleum Products,EUR
IN-2025-00302,Insurance Certificate,Mumbai Pharma Exports Pvt. Ltd.,IN-JNPT,IN,IN-JNPT → IN-KOL,343096,330503,0.0381,Advance Payment,2025-08-25,,normal,0.222,Automobile Parts,INR
PU-2025-00303,Purchase Order,Chennai Auto Components Ltd.,IN-CHN,IN,IN-CHN → IN-JNPT,181279,214109,-0.1533,Net 60,2025-12-14,Route surcharge detected,alert,0.745,Steel & Iron,USD
PA-2025-00304,Packing List,Hamburg Industrial Supply GmbH,DE-HAM,DE,DE-HAM → IN-MUN,26278,24079,0.0913,LC 60 Days,2025-12-03,,review,0.523,Plastics,SGD
BI-2025-00305,Bill of Lading,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-KOL,187586,178788,0.0492,Advance Payment,2025-12-13,,normal,0.171,Medical Devices,EUR
PU-2025-00306,Purchase Order,Colombo Textiles Ltd.,LK-CMB,LK,LK-CMB → IN-KOL,765949,668550,0.1457,Net 15,2025-08-26,Carrier change mid-route|Quantity discrepancy,alert,0.795,Petroleum Products,EUR
BI-2025-00307,Bill of Lading,Chennai Auto Components Ltd.,IN-CHN,IN,IN-CHN → IN-VIZ,596549,540566,0.1036,Net 60,2025-06-12,Insurance premium adjustment|Quantity discrepancy,alert,0.424,Food Products,EUR
PU-2025-00308,Purchase Order,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-PAR,13370,15795,-0.1535,Net 60,2025-10-09,Insurance premium adjustment,alert,0.732,Petroleum Products,USD
IN-2025-00309,Insurance Certificate,Yokohama Precision Instruments,JP-YOK,JP,JP-YOK → IN-PAR,335715,369080,-0.0904,Net 30,2025-07-23,Minor deviation from baseline,review,0.359,Agricultural Products,EUR
LE-2025-00310,Letter of Credit,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-CHN,653875,601604,0.0869,Net 60,2025-09-28,,review,0.422,Agricultural Products,INR
PA-2025-00311,Packing List,Laem Chabang Seafood Processing,TH-LCH,TH,TH-LCH → IN-JNPT,615873,580080,0.0617,Net 30,2025-07-20,Minor deviation from baseline,review,0.27,Agricultural Products,USD
LE-2026-00312,Letter of Credit,Colombo Textiles Ltd.,LK-CMB,LK,LK-CMB → IN-PAR,370844,359800,0.0307,Net 30,2026-03-11,,normal,0.119,Chemical Products,USD
IN-2026-00313,Insurance Certificate,Laem Chabang Seafood Processing,TH-LCH,TH,TH-LCH → IN-CHN,598337,575479,0.0397,Net 15,2026-03-01,,normal,0.189,Machinery,INR
IN-2026-00314,Invoice,Chennai Auto Components Ltd.,IN-CHN,IN,IN-CHN → IN-KOL,181503,187293,-0.0309,LC at Sight,2026-03-11,,normal,0.18,Chemical Products,EUR
CU-2026-00315,Customs Declaration,Singapore Tech Pte. Ltd.,SG-SIN,SG,SG-SIN → IN-HAZ,757660,706656,0.0722,LC 60 Days,2026-03-09,Minor deviation from baseline,review,0.407,Agricultural Products,EUR
BI-2025-00316,Bill of Lading,Busan Steel Trading Co.,KR-BUS,KR,KR-BUS → IN-KOL,258242,220370,0.1719,Net 15,2025-09-11,Minor tariff reclassification|Cost overrun >10%,alert,1.0,Pharmaceuticals,EUR
CU-2025-00317,Customs Declaration,Ningbo Machinery Works,CN-NGB,CN,CN-NGB → IN-TUT,702525,712313,-0.0137,Advance Payment,2025-09-13,,normal,0.048,Machinery,USD
BI-2026-00318,Bill of Lading,Laem Chabang Seafood Processing,TH-LCH,TH,TH-LCH → IN-MUN,377256,376553,0.0019,Net 45,2026-02-04,,normal,0.009,Textiles & Garments,USD
IN-2025-00319,Invoice,Tata Steel Processing,IN-MUM,IN,IN-MUM → IN-KOC,676816,746415,-0.0932,LC at Sight,2025-06-29,,review,0.409,Electronics,INR
CU-2026-00320,Customs Declaration,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-TUT,88426,82084,0.0773,Net 15,2026-01-26,Seasonal adjustment,review,0.244,Textiles & Garments,SGD
PU-2025-00321,Purchase Order,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-VIZ,519106,520748,-0.0032,Net 15,2025-07-24,,normal,0.013,Pharmaceuticals,INR
PU-2025-00322,Purchase Order,Rotterdam Chemicals BV,NL-RTM,NL,NL-RTM → IN-TUT,537675,622727,-0.1366,Net 15,2025-12-22,Minor tariff reclassification,alert,0.639,Plastics,INR
PA-2025-00323,Packing List,Rotterdam Chemicals BV,NL-RTM,NL,NL-RTM → IN-KOL,96282,99918,-0.0364,Net 30,2025-12-04,,normal,0.151,Agricultural Products,EUR
PU-2025-00324,Purchase Order,Singapore Tech Pte. Ltd.,SG-SIN,SG,SG-SIN → IN-TUT,320560,332428,-0.0357,Advance Payment,2025-08-25,,normal,0.136,Electronics,SGD
IN-2025-00325,Insurance Certificate,Mumbai Pharma Exports Pvt. Ltd.,IN-JNPT,IN,IN-JNPT → IN-CHN,693693,726017,-0.0445,Net 15,2025-08-30,,normal,0.225,Automobile Parts,USD
PA-2026-00326,Packing List,Colombo Textiles Ltd.,LK-CMB,LK,LK-CMB → IN-TUT,479250,453270,0.0573,LC 60 Days,2026-01-04,Minor deviation from baseline,review,0.18,Chemical Products,INR
PU-2025-00327,Purchase Order,Chennai Auto Components Ltd.,IN-CHN,IN,IN-CHN → IN-KND,504970,450545,0.1208,LC 60 Days,2025-10-14,Minor tariff reclassification,alert,0.458,Electronics,USD
IN-2026-00328,Invoice,Shenzhen Micro-Tech Industries,CN-SZX,CN,CN-SZX → IN-JNPT,143326,129228,0.1091,Net 30,2026-03-17,Minor tariff reclassification,alert,0.539,Steel & Iron,USD
PA-2025-00329,Packing List,Singapore Tech Pte. Ltd.,SG-SIN,SG,SG-SIN → IN-KND,340310,283460,0.2006,Net 60,2025-08-06,Expedited shipping requested|Insurance premium spike|Material substitution flagged,critical,0.98,Automobile Parts,EUR
PU-2025-00330,Purchase Order,Hamburg Industrial Supply GmbH,DE-HAM,DE,DE-HAM → IN-KOL,604789,589049,0.0267,LC at Sight,2025-06-12,,normal,0.086,Plastics,SGD
LE-2025-00331,Letter of Credit,Rotterdam Chemicals BV,NL-RTM,NL,NL-RTM → IN-CHN,425185,323853,0.3129,Net 60,2025-11-30,Material substitution flagged|Payment terms changed,critical,1.0,Medical Devices,USD
IN-2025-00332,Insurance Certificate,Singapore Tech Pte. Ltd.,SG-SIN,SG,SG-SIN → IN-KOL,115624,140598,-0.1776,Net 60,2025-07-19,Minor tariff reclassification|Cost overrun >10%,alert,0.622,Petroleum Products,EUR
PA-2025-00333,Packing List,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-KOC,296886,278060,0.0677,Net 60,2025-06-10,,review,0.372,Medical Devices,INR
CU-2026-00334,Customs Declaration,Hamburg Industrial Supply GmbH,DE-HAM,DE,DE-HAM → IN-JNPT,561737,540801,0.0387,Net 15,2026-01-18,,normal,0.174,Electronics,EUR
IN-2025-00335,Insurance Certificate,Shanghai Electronics Co. Ltd.,CN-SHA,CN,CN-SHA → IN-KOC,673320,692330,-0.0275,Advance Payment,2025-06-25,,normal,0.161,Chemical Products,SGD
LE-2025-00336,Letter of Credit,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-MUN,636978,558816,0.1399,LC at Sight,2025-08-28,Quantity discrepancy,alert,0.83,Chemical Products,INR
CU-2025-00337,Customs Declaration,Singapore Tech Pte. Ltd.,SG-SIN,SG,SG-SIN → IN-KOC,298807,276605,0.0803,Advance Payment,2025-12-17,Minor deviation from baseline,review,0.321,Automobile Parts,INR
PU-2026-00338,Purchase Order,Busan Steel Trading Co.,KR-BUS,KR,KR-BUS → IN-KOL,703841,689737,0.0204,Net 45,2026-01-26,,normal,0.086,Steel & Iron,EUR
IN-2025-00339,Invoice,Colombo Textiles Ltd.,LK-CMB,LK,LK-CMB → IN-VIZ,102801,105145,-0.0223,Net 60,2025-07-06,,normal,0.103,Textiles & Garments,USD
IN-2025-00340,Invoice,Laem Chabang Seafood Processing,TH-LCH,TH,TH-LCH → IN-CHN,399570,613114,-0.3483,Net 60,2025-09-11,Critical cost overrun >20%|New intermediary entity detected|Expedited shipping requested|Material substitution flagged,critical,1.0,Plastics,INR
PU-2026-00341,Purchase Order,Mumbai Pharma Exports Pvt. Ltd.,IN-JNPT,IN,IN-JNPT → IN-KOL,515986,550954,-0.0635,Net 45,2026-01-12,,review,0.321,Plastics,USD
BI-2025-00342,Bill of Lading,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-MUN,226396,213857,0.0586,Net 45,2025-09-08,Minor deviation from baseline,review,0.337,Food Products,SGD
LE-2025-00343,Letter of Credit,Shanghai Electronics Co. Ltd.,CN-SHA,CN,CN-SHA → IN-KOL,272273,284689,-0.0436,Net 60,2025-12-01,,normal,0.203,Machinery,SGD
IN-2025-00344,Insurance Certificate,Rotterdam Chemicals BV,NL-RTM,NL,NL-RTM → IN-KOL,111372,137768,-0.1916,Net 15,2025-09-09,Quantity discrepancy|Carrier change mid-route|Minor tariff reclassification,alert,0.735,Steel & Iron,USD
IN-2025-00345,Invoice,Yokohama Precision Instruments,JP-YOK,JP,JP-YOK → IN-JNPT,381689,384083,-0.0062,Net 60,2025-12-20,,normal,0.031,Automobile Parts,USD
PA-2025-00346,Packing List,Chennai Auto Components Ltd.,IN-CHN,IN,IN-CHN → IN-KOL,219347,183870,0.1929,Net 45,2025-08-11,Route surcharge detected|Minor tariff reclassification,alert,1.0,Pharmaceuticals,SGD
PA-2025-00347,Packing List,Singapore Tech Pte. Ltd.,SG-SIN,SG,SG-SIN → IN-KND,718195,633797,0.1332,Net 30,2025-10-08,Quantity discrepancy,alert,0.459,Steel & Iron,SGD
BI-2025-00348,Bill of Lading,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-MUN,639021,476525,0.341,Net 15,2025-10-20,Sanctions list match|Insurance premium spike|Payment terms changed,critical,1.0,Medical Devices,INR
IN-2025-00349,Invoice,Busan Steel Trading Co.,KR-BUS,KR,KR-BUS → IN-JNPT,91260,81402,0.1211,Net 60,2025-06-25,Minor tariff reclassification,alert,0.379,Steel & Iron,INR
LE-2025-00350,Letter of Credit,Hamburg Industrial Supply GmbH,DE-HAM,DE,DE-HAM → IN-KOL,231769,242663,-0.0449,Advance Payment,2025-06-01,,normal,0.181,Textiles & Garments,INR
IN-2025-00351,Insurance Certificate,Laem Chabang Seafood Processing,TH-LCH,TH,TH-LCH → IN-MUN,397484,451035,-0.1187,Net 15,2025-08-06,Cost overrun >10%|Insurance premium adjustment,alert,0.676,Machinery,EUR
IN-2025-00352,Insurance Certificate,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-JNPT,798149,791025,0.009,Net 15,2025-09-01,,normal,0.05,Steel & Iron,USD
BI-2025-00353,Bill of Lading,Tata Steel Processing,IN-MUM,IN,IN-MUM → IN-VIZ,389585,398611,-0.0226,LC at Sight,2025-12-14,,normal,0.125,Chemical Products,EUR
PA-2025-00354,Packing List,Mumbai Pharma Exports Pvt. Ltd.,IN-JNPT,IN,IN-JNPT → IN-KOC,599139,542977,0.1034,Advance Payment,2025-10-26,Minor tariff reclassification|Route surcharge detected,alert,0.337,Textiles & Garments,INR
PA-2026-00355,Packing List,Hamburg Industrial Supply GmbH,DE-HAM,DE,DE-HAM → IN-CHN,244028,203848,0.1971,Net 60,2026-01-12,Minor tariff reclassification,alert,0.85,Machinery,INR
CU-2025-00356,Customs Declaration,Mumbai Pharma Exports Pvt. Ltd.,IN-JNPT,IN,IN-JNPT → IN-KOC,845317,721302,0.1719,Net 30,2025-06-01,Quantity discrepancy,alert,0.547,Textiles & Garments,USD
CU-2025-00357,Customs Declaration,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-MUN,84778,75384,0.1246,Net 30,2025-10-04,Cost overrun >10%,alert,0.631,Petroleum Products,SGD
IN-2026-00358,Invoice,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-VIZ,244688,232137,0.0541,Advance Payment,2026-02-15,Minor deviation from baseline,review,0.263,Plastics,EUR
CU-2026-00359,Customs Declaration,Rotterdam Chemicals BV,NL-RTM,NL,NL-RTM → IN-KOL,184906,171480,0.0783,LC at Sight,2026-03-18,Minor deviation from baseline,review,0.262,Electronics,EUR
PU-2026-00360,Purchase Order,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-KOL,152289,165428,-0.0794,Net 45,2026-02-21,,review,0.248,Food Products,USD
CU-2025-00361,Customs Declaration,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-PAR,466358,418151,0.1153,Advance Payment,2025-10-12,Quantity discrepancy|Minor tariff reclassification,alert,0.645,Electronics,SGD
IN-2025-00362,Invoice,Shenzhen Micro-Tech Industries,CN-SZX,CN,CN-SZX → IN-HAZ,173574,173280,0.0017,LC at Sight,2025-10-10,,normal,0.008,Textiles & Garments,USD
PU-2025-00363,Purchase Order,Hamburg Industrial Supply GmbH,DE-HAM,DE,DE-HAM → IN-KOC,562229,485178,0.1588,Net 15,2025-07-05,Minor tariff reclassification,alert,0.681,Chemical Products,INR
IN-2026-00364,Invoice,Singapore Tech Pte. Ltd.,SG-SIN,SG,SG-SIN → IN-KOC,133541,137597,-0.0295,Advance Payment,2026-03-01,,normal,0.113,Automobile Parts,USD
CU-2025-00365,Customs Declaration,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-TUT,543111,688214,-0.2108,Net 30,2025-11-24,Expedited shipping requested|New intermediary entity detected|Payment terms changed,critical,1.0,Pharmaceuticals,SGD
IN-2025-00366,Invoice,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-PAR,731051,686914,0.0643,LC at Sight,2025-08-27,Minor deviation from baseline,review,0.201,Chemical Products,EUR
IN-2025-00367,Insurance Certificate,Busan Steel Trading Co.,KR-BUS,KR,KR-BUS → IN-PAR,163464,157184,0.04,Net 30,2025-07-22,,normal,0.202,Textiles & Garments,EUR
PU-2025-00368,Purchase Order,Chennai Auto Components Ltd.,IN-CHN,IN,IN-CHN → IN-KOC,257400,241641,0.0652,Net 60,2025-08-21,,review,0.197,Medical Devices,EUR
BI-2026-00369,Bill of Lading,Shenzhen Micro-Tech Industries,CN-SZX,CN,CN-SZX → IN-VIZ,610272,479511,0.2727,Net 15,2026-01-12,Material substitution flagged|Expedited shipping requested,critical,0.973,Agricultural Products,SGD
PU-2026-00370,Purchase Order,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-TUT,255345,316468,-0.1931,LC 60 Days,2026-01-01,Carrier change mid-route|Route surcharge detected|Minor tariff reclassification,alert,0.853,Machinery,EUR
LE-2026-00371,Letter of Credit,Hamburg Industrial Supply GmbH,DE-HAM,DE,DE-HAM → IN-CHN,700980,658094,0.0652,Net 15,2026-03-09,Seasonal adjustment,review,0.384,Petroleum Products,SGD
PU-2025-00372,Purchase Order,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-JNPT,645978,576078,0.1213,Advance Payment,2025-06-22,Cost overrun >10%|Carrier change mid-route,alert,0.388,Agricultural Products,EUR
IN-2025-00373,Invoice,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-PAR,120881,122409,-0.0125,LC at Sight,2025-11-09,,normal,0.074,Textiles & Garments,USD
CU-2025-00374,Customs Declaration,Yokohama Precision Instruments,JP-YOK,JP,JP-YOK → IN-TUT,39196,37902,0.0341,Net 45,2025-06-12,,normal,0.197,Food Products,INR
LE-2025-00375,Letter of Credit,Yokohama Precision Instruments,JP-YOK,JP,JP-YOK → IN-VIZ,924098,727154,0.2708,Net 60,2025-11-19,Sanctions list match|Compliance review needed|Expedited shipping requested,critical,1.0,Agricultural Products,SGD
LE-2025-00376,Letter of Credit,Singapore Tech Pte. Ltd.,SG-SIN,SG,SG-SIN → IN-MUN,557333,557111,0.0004,Net 15,2025-06-03,,normal,0.002,Machinery,SGD
LE-2026-00377,Letter of Credit,Laem Chabang Seafood Processing,TH-LCH,TH,TH-LCH → IN-HAZ,723444,706339,0.0242,Net 15,2026-01-25,,normal,0.106,Chemical Products,EUR
BI-2025-00378,Bill of Lading,Busan Steel Trading Co.,KR-BUS,KR,KR-BUS → IN-VIZ,182954,175488,0.0425,Advance Payment,2025-09-14,,normal,0.168,Textiles & Garments,USD
PU-2025-00379,Purchase Order,Laem Chabang Seafood Processing,TH-LCH,TH,TH-LCH → IN-VIZ,357612,346253,0.0328,Net 30,2025-08-13,,normal,0.155,Steel & Iron,EUR
CU-2025-00380,Customs Declaration,Singapore Tech Pte. Ltd.,SG-SIN,SG,SG-SIN → IN-JNPT,97880,99386,-0.0152,Net 45,2025-06-23,,normal,0.052,Chemical Products,EUR
LE-2026-00381,Letter of Credit,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-KOC,681767,613826,0.1107,Advance Payment,2026-03-19,Minor tariff reclassification|Carrier change mid-route,alert,0.426,Automobile Parts,USD
LE-2025-00382,Letter of Credit,Ningbo Machinery Works,CN-NGB,CN,CN-NGB → IN-KOL,671116,680099,-0.0132,Net 30,2025-09-29,,normal,0.074,Electronics,INR
PA-2025-00383,Packing List,Colombo Textiles Ltd.,LK-CMB,LK,LK-CMB → IN-JNPT,275362,291449,-0.0552,Net 15,2025-09-18,Minor deviation from baseline,review,0.184,Pharmaceuticals,USD
IN-2026-00384,Invoice,Laem Chabang Seafood Processing,TH-LCH,TH,TH-LCH → IN-KOC,680236,742268,-0.0836,Net 30,2026-03-28,Minor deviation from baseline,review,0.407,Pharmaceuticals,EUR
