event_id,timestamp,port_id,port_name,disruption_type,description,severity,duration_hours,affected_shipments,economic_loss_usd,cascade_nodes,r_number,recovery_hours,antibody_match,detection_method,status
DIS-0303,2024-04-17 00:00,DE-HAM,Hamburg,pandemic_restriction,Pandemic-related port restriction,0.725,24,142,1904363,1,2.58,33,AB-0001,crowdsource,resolved
DIS-0304,2025-02-13 00:00,MY-PTG,Port Klang,port_congestion,Port congestion — vessel queuing exceeds 48h,0.77,72,245,2129334,1,1.44,165,AB-0001,sensor_network,resolved
DIS-0305,2024-03-20 00:00,SG-SIN,Singapore,container_shortage,Container shortage — 40ft HC unavailable,0.524,24,102,783280,0,0.5,45,AB-0004,immune_memory,resolved
DIS-0306,2025-03-18 00:00,AE-DXB,Dubai (Jebel Ali),labor_strike,Labor union strike — port operations halted,0.863,336,234,3352312,2,2.4,671,AB-0005,immune_memory,monitoring
DIS-0307,2023-02-09 00:00,CN-SHA,Shanghai,warehouse_fire,Warehouse fire — cargo damaged/destroyed,0.896,120,454,2301014,8,0.77,204,AB-0002,document_intel,resolved
DIS-0308,2024-03-01 00:00,IN-VIZ,Visakhapatnam Port,warehouse_fire,Warehouse fire — cargo damaged/destroyed,0.728,12,190,2032527,2,0.99,23,AB-0004,immune_memory,resolved
DIS-0309,2023-08-05 00:00,MY-PTG,Port Klang,rail_disruption,Rail network disruption — ICD connectivity lost,0.754,24,460,4505558,7,0.6,34,AB-0003,document_intel,ongoing
DIS-0310,2024-06-22 00:00,IN-PAR,Paradip Port,equipment_failure,Crane/equipment failure — berth throughput reduced,0.58,48,346,2533242,2,2.74,60,AB-0004,sensor_network,resolved
DIS-0311,2023-02-21 00:00,CN-SZX,Shenzhen,rail_disruption,Rail network disruption — ICD connectivity lost,0.535,168,241,1180250,0,2.83,230,AB-0003,document_intel,monitoring
DIS-0312,2024-11-02 00:00,KR-BUS,Busan,geopolitical_tension,Geopolitical tension — route advisory issued,0.644,8,409,5292100,5,1.34,14,AB-0003,document_intel,ongoing
DIS-0313,2025-02-04 00:00,US-LAX,Los Angeles,geopolitical_tension,Geopolitical tension — route advisory issued,0.788,24,100,287303,7,2.83,44,AB-0002,document_intel,resolved
DIS-0314,2023-03-14 00:00,LK-CMB,Colombo,container_shortage,Container shortage — 40ft HC unavailable,0.647,24,158,2265998,2,2.76,44,AB-0001,immune_memory,resolved
DIS-0315,2024-08-14 00:00,IN-VIZ,Visakhapatnam Port,equipment_failure,Crane/equipment failure — berth throughput reduced,0.46,24,142,629905,2,0.32,45,AB-0005,crowdsource,monitoring
DIS-0316,2024-03-11 00:00,IN-KOC,Kochi Port,weather_cyclone,Cyclone warning — vessel rerouting required,0.749,72,309,2266384,5,0.53,156,AB-0001,document_intel,resolved
DIS-0317,2024-04-16 00:00,IN-JNPT,Nhava Sheva (JNPT),container_shortage,Container shortage — 40ft HC unavailable,0.509,72,181,2205188,2,1.24,92,AB-0004,document_intel,resolved
DIS-0318,2024-12-13 00:00,US-NYC,New York/New Jersey,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.467,72,259,2595067,1,1.14,91,AB-0005,document_intel,resolved
DIS-0319,2023-08-13 00:00,CN-SZX,Shenzhen,customs_delay,Customs clearance delay — documentation backlog,0.52,48,18,218018,1,0.81,115,AB-0005,immune_memory,resolved
DIS-0320,2023-11-29 00:00,AE-DXB,Dubai (Jebel Ali),cyber_attack,Cyber attack on port community system,0.532,12,162,1797699,2,2.95,20,AB-0001,document_intel,resolved
DIS-0321,2024-12-24 00:00,LK-CMB,Colombo,customs_delay,Customs clearance delay — documentation backlog,0.413,8,273,3968433,3,0.6,18,NEW,immune_memory,ongoing
DIS-0322,2024-01-06 00:00,TH-LCH,Laem Chabang,labor_strike,Labor union strike — port operations halted,0.836,24,69,352568,3,3.3,58,NEW,sensor_network,resolved
DIS-0323,2023-10-11 00:00,IN-MUN,Mundra Port,customs_delay,Customs clearance delay — documentation backlog,0.53,24,296,1715886,2,1.96,52,NEW,sensor_network,monitoring
DIS-0324,2023-02-04 00:00,CN-SHA,Shanghai,container_shortage,Container shortage — 40ft HC unavailable,0.575,24,40,151228,1,3.2,36,NEW,document_intel,resolved
DIS-0325,2023-03-17 00:00,IN-PAR,Paradip Port,labor_strike,Labor union strike — port operations halted,0.796,336,275,1372905,2,1.85,761,AB-0003,sensor_network,monitoring
DIS-0326,2024-10-12 00:00,IN-VIZ,Visakhapatnam Port,geopolitical_tension,Geopolitical tension — route advisory issued,0.89,12,352,3467209,1,3.32,23,AB-0004,document_intel,resolved
DIS-0327,2024-08-07 00:00,IN-KOC,Kochi Port,cyber_attack,Cyber attack on port community system,0.665,24,206,1422380,7,1.5,38,AB-0003,document_intel,ongoing
DIS-0328,2023-03-01 00:00,IN-CHN,Chennai Port,cyber_attack,Cyber attack on port community system,0.71,48,278,2505361,2,3.44,119,AB-0001,sensor_network,resolved
DIS-0329,2024-01-08 00:00,IN-MUN,Mundra Port,geopolitical_tension,Geopolitical tension — route advisory issued,0.868,4,97,1279234,7,3.17,8,AB-0003,sensor_network,resolved
DIS-0330,2024-08-23 00:00,MY-PTG,Port Klang,rail_disruption,Rail network disruption — ICD connectivity lost,0.693,8,302,1623742,7,2.96,13,AB-0005,document_intel,resolved
DIS-0331,2023-04-13 00:00,DE-HAM,Hamburg,warehouse_fire,Warehouse fire — cargo damaged/destroyed,0.846,336,197,684126,3,2.13,698,NEW,sensor_network,ongoing
DIS-0332,2024-03-30 00:00,IN-KOL,Kolkata Port,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.397,48,391,3633787,2,0.97,116,AB-0002,sensor_network,resolved
DIS-0333,2025-03-13 00:00,IN-PAR,Paradip Port,port_congestion,Port congestion — vessel queuing exceeds 48h,0.63,8,110,1193611,7,1.66,15,AB-0003,immune_memory,monitoring
DIS-0334,2023-10-19 00:00,IN-JNPT,Nhava Sheva (JNPT),fuel_price_spike,Fuel price spike — bunker surcharge increased,0.615,24,311,4239962,1,2.29,35,AB-0002,crowdsource,resolved
DIS-0335,2023-04-07 00:00,DE-HAM,Hamburg,cyber_attack,Cyber attack on port community system,0.576,48,313,1294163,2,2.21,90,AB-0003,sensor_network,resolved
DIS-0336,2024-05-08 00:00,IN-TUT,Tuticorin Port,container_shortage,Container shortage — 40ft HC unavailable,0.676,120,170,1978275,5,3.14,214,AB-0005,immune_memory,resolved
DIS-0337,2023-09-16 00:00,SG-SIN,Singapore,customs_delay,Customs clearance delay — documentation backlog,0.61,72,73,426323,2,0.57,163,NEW,sensor_network,resolved
DIS-0338,2024-05-20 00:00,KR-BUS,Busan,warehouse_fire,Warehouse fire — cargo damaged/destroyed,1.0,72,183,1170048,1,2.05,179,AB-0004,manual,resolved
DIS-0339,2023-11-15 00:00,TH-LCH,Laem Chabang,pandemic_restriction,Pandemic-related port restriction,0.693,48,74,456969,2,2.55,59,AB-0002,document_intel,resolved
DIS-0340,2024-11-09 00:00,MY-PTG,Port Klang,weather_cyclone,Cyclone warning — vessel rerouting required,0.851,4,278,3500321,3,2.73,5,AB-0005,immune_memory,resolved
DIS-0341,2024-01-07 00:00,DE-HAM,Hamburg,container_shortage,Container shortage — 40ft HC unavailable,0.539,12,364,3156206,3,3.09,26,AB-0005,sensor_network,resolved
DIS-0342,2023-07-14 00:00,ZA-DUR,Durban,equipment_failure,Crane/equipment failure — berth throughput reduced,0.624,24,198,1826750,8,2.41,34,AB-0001,sensor_network,resolved
DIS-0343,2023-06-12 00:00,DE-HAM,Hamburg,weather_cyclone,Cyclone warning — vessel rerouting required,0.832,8,209,760171,7,2.29,10,AB-0001,crowdsource,monitoring
DIS-0344,2025-03-15 00:00,TH-LCH,Laem Chabang,pandemic_restriction,Pandemic-related port restriction,0.657,4,183,371944,5,2.86,8,AB-0001,sensor_network,ongoing
DIS-0345,2023-06-30 00:00,IN-CHN,Chennai Port,equipment_failure,Crane/equipment failure — berth throughput reduced,0.399,120,36,209000,3,0.43,229,AB-0004,sensor_network,resolved
DIS-0346,2023-03-04 00:00,ZA-DUR,Durban,customs_delay,Customs clearance delay — documentation backlog,0.569,12,81,347376,3,2.38,24,AB-0005,sensor_network,resolved
DIS-0347,2023-08-31 00:00,IN-CHN,Chennai Port,equipment_failure,Crane/equipment failure — berth throughput reduced,0.604,24,480,4848332,4,1.62,48,AB-0003,document_intel,ongoing
DIS-0348,2023-09-17 00:00,IN-PAR,Paradip Port,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.396,24,49,135209,0,0.48,59,AB-0003,immune_memory,resolved
DIS-0349,2023-01-07 00:00,CN-NGB,Ningbo,container_shortage,Container shortage — 40ft HC unavailable,0.701,336,84,1121761,6,2.06,451,AB-0002,crowdsource,monitoring
DIS-0350,2023-10-15 00:00,IN-PAR,Paradip Port,cyber_attack,Cyber attack on port community system,0.73,72,109,732597,6,1.24,155,AB-0004,immune_memory,resolved
